ID,newlyConst,balcony,totalRent,yearConstructed,noParkSpaces,hasKitchen,livingSpace,lift,typeOfFlat,floor,garden,regio2,condition,lastRefurbish,energyEfficiencyClass
6150,FALSE,FALSE,425,1958,NA,FALSE,48,FALSE,roof_storey,3,FALSE,Gelsenkirchen,average,NO_INFORMATION,D/E/F/G/H
6151,FALSE,TRUE,832,1993,NA,FALSE,79.4,TRUE,apartment,3,FALSE,Herne,NO_INFORMATION,NO_INFORMATION,Aplus/A/B/C
6152,TRUE,TRUE,1450,2019,1,TRUE,107,TRUE,penthouse,3,FALSE,Düren_Kreis,good,NO_INFORMATION,Aplus/A/B/C
6153,FALSE,TRUE,669,1958,NA,FALSE,65.38,FALSE,apartment,2,FALSE,Essen,NO_INFORMATION,NO_INFORMATION,NO_INFORMATION
6154,FALSE,TRUE,570,1965,NA,FALSE,70.32,FALSE,NA,3,FALSE,Recklinghausen_Kreis,NO_INFORMATION,NO_INFORMATION,D/E/F/G/H
6155,FALSE,TRUE,620,1976,1,FALSE,78,FALSE,apartment,2,FALSE,Recklinghausen_Kreis,average,NO_INFORMATION,NO_INFORMATION
6156,FALSE,FALSE,NA,1960,NA,TRUE,35,FALSE,roof_storey,3,FALSE,Essen,good,Over5Years,NO_INFORMATION
6157,TRUE,TRUE,NA,2019,1,FALSE,69,TRUE,NA,3,TRUE,Bonn,good,NO_INFORMATION,NO_INFORMATION
6158,FALSE,FALSE,465,1955,NA,FALSE,44,FALSE,apartment,2,FALSE,Essen,average,Last5Years,NO_INFORMATION
6159,FALSE,TRUE,NA,1964,NA,FALSE,57,FALSE,apartment,2,FALSE,Duisburg,average,NO_INFORMATION,NO_INFORMATION
6160,FALSE,TRUE,NA,1966,NA,FALSE,67,FALSE,apartment,2,FALSE,Mettmann_Kreis,average,NO_INFORMATION,NO_INFORMATION
6161,FALSE,TRUE,990,2013,1,TRUE,93.03,TRUE,apartment,3,FALSE,Paderborn_Kreis,good,NO_INFORMATION,NO_INFORMATION
6162,FALSE,TRUE,622,1960,NA,FALSE,69,FALSE,other,0,FALSE,Remscheid,average,NO_INFORMATION,NO_INFORMATION
6163,FALSE,FALSE,496,1938,NA,FALSE,58.5,FALSE,ground_floor,0,TRUE,Gelsenkirchen,average,NO_INFORMATION,NO_INFORMATION
6164,FALSE,TRUE,675,1971,NA,FALSE,74,FALSE,ground_floor,0,FALSE,Recklinghausen_Kreis,average,Last5Years,Aplus/A/B/C
6165,FALSE,FALSE,700,2000,1,TRUE,50,FALSE,roof_storey,2,FALSE,Rhein_Erft_Kreis,average,NO_INFORMATION,NO_INFORMATION
6166,FALSE,TRUE,588.05,1983,NA,FALSE,74,FALSE,apartment,2,FALSE,Oberhausen,average,NO_INFORMATION,NO_INFORMATION
6167,TRUE,TRUE,1432,2019,1,TRUE,96.96,TRUE,apartment,1,FALSE,Duisburg,good,Last5Years,Aplus/A/B/C
6168,FALSE,TRUE,790,1972,1,TRUE,54,TRUE,apartment,14,FALSE,Neuss_Rhein_Kreis,average,NO_INFORMATION,NO_INFORMATION
6169,FALSE,FALSE,NA,1980,1,FALSE,65,FALSE,roof_storey,3,FALSE,Märkischer_Kreis,average,NO_INFORMATION,Aplus/A/B/C
6170,FALSE,FALSE,806,1950,NA,TRUE,85,FALSE,apartment,2,FALSE,Dortmund,good,Over5Years,NO_INFORMATION
6171,FALSE,FALSE,NA,1952,NA,FALSE,63.1,FALSE,ground_floor,0,TRUE,Gelsenkirchen,good,NO_INFORMATION,NO_INFORMATION
6172,FALSE,FALSE,660,1956,NA,FALSE,72,FALSE,apartment,2,FALSE,Unna_Kreis,good,Last5Years,NO_INFORMATION
6173,FALSE,TRUE,NA,1968,NA,FALSE,74,FALSE,apartment,3,FALSE,Duisburg,average,NO_INFORMATION,NO_INFORMATION
6174,FALSE,FALSE,733,1870,NA,FALSE,53,FALSE,apartment,2,FALSE,Aachen,average,Over5Years,NO_INFORMATION
6175,FALSE,FALSE,380,1953,NA,FALSE,46.29,FALSE,NA,1,FALSE,Gelsenkirchen,average,NO_INFORMATION,NO_INFORMATION
6176,FALSE,TRUE,1220,1954,NA,TRUE,75,TRUE,apartment,3,FALSE,Düsseldorf,good,Last5Years,NO_INFORMATION
6177,FALSE,TRUE,552.03,1972,NA,FALSE,77.05,FALSE,ground_floor,0,FALSE,Wesel_Kreis,NO_INFORMATION,NO_INFORMATION,NO_INFORMATION
6178,FALSE,TRUE,540,1963,1,FALSE,66,FALSE,apartment,3,FALSE,Mettmann_Kreis,average,NO_INFORMATION,NO_INFORMATION
6179,FALSE,TRUE,855,1972,1,FALSE,76,FALSE,apartment,1,FALSE,Aachen,NO_INFORMATION,NO_INFORMATION,D/E/F/G/H
6180,FALSE,FALSE,NA,1965,NA,TRUE,65,FALSE,roof_storey,3,FALSE,Köln,average,Over5Years,NO_INFORMATION
6181,TRUE,TRUE,1090,2020,1,FALSE,86.79,TRUE,penthouse,3,FALSE,Aachen_Kreis,good,NO_INFORMATION,Aplus/A/B/C
6182,FALSE,TRUE,1365,1984,1,FALSE,116,FALSE,NA,1,TRUE,Rheinisch_Bergischer_Kreis,average,NO_INFORMATION,NO_INFORMATION
6183,FALSE,TRUE,NA,1943,NA,FALSE,51.89,FALSE,apartment,1,TRUE,Ennepe_Ruhr_Kreis,average,NO_INFORMATION,D/E/F/G/H
6184,FALSE,TRUE,671.89,1973,NA,FALSE,87.24,FALSE,NA,1,FALSE,Wuppertal,good,Last5Years,NO_INFORMATION
6185,FALSE,FALSE,800,1959,NA,FALSE,120,FALSE,apartment,1,FALSE,Recklinghausen_Kreis,average,NO_INFORMATION,NO_INFORMATION
6186,FALSE,FALSE,895,1965,NA,FALSE,85,TRUE,NA,7,FALSE,Aachen_Kreis,good,Last5Years,NO_INFORMATION
6187,FALSE,TRUE,560,1959,NA,FALSE,64,FALSE,apartment,1,FALSE,Wesel_Kreis,good,NO_INFORMATION,NO_INFORMATION
6188,FALSE,TRUE,473.38,1960,NA,FALSE,62,FALSE,apartment,3,FALSE,Gelsenkirchen,NO_INFORMATION,NO_INFORMATION,NO_INFORMATION
6189,FALSE,TRUE,890,1993,1,FALSE,105,FALSE,apartment,1,FALSE,Rheinisch_Bergischer_Kreis,good,Last5Years,D/E/F/G/H
6190,FALSE,FALSE,540,1939,NA,TRUE,37,FALSE,roof_storey,2,TRUE,Bochum,average,Last5Years,D/E/F/G/H
6191,FALSE,FALSE,460,1903,NA,FALSE,40,FALSE,NA,2,FALSE,Märkischer_Kreis,NO_INFORMATION,Over5Years,NO_INFORMATION
6192,FALSE,FALSE,NA,1990,2,FALSE,94,FALSE,maisonette,3,FALSE,Mettmann_Kreis,average,NO_INFORMATION,D/E/F/G/H
6193,FALSE,TRUE,640,1985,1,TRUE,65,FALSE,apartment,1,FALSE,Viersen_Kreis,average,Over5Years,NO_INFORMATION
6194,FALSE,FALSE,NA,1950,NA,FALSE,50.9,FALSE,apartment,1,TRUE,Duisburg,average,NO_INFORMATION,NO_INFORMATION
6195,FALSE,TRUE,532.95,1955,NA,FALSE,71,FALSE,apartment,3,FALSE,Duisburg,average,NO_INFORMATION,NO_INFORMATION
6196,FALSE,FALSE,537,1965,NA,FALSE,73,FALSE,apartment,2,FALSE,Gelsenkirchen,average,Last5Years,NO_INFORMATION
6197,FALSE,TRUE,1345,1997,1,FALSE,103,FALSE,maisonette,3,FALSE,Leverkusen,good,Last5Years,NO_INFORMATION
6198,FALSE,TRUE,929,2011,NA,FALSE,61.8,TRUE,raised_ground_floor,1,FALSE,Aachen,good,Last5Years,NO_INFORMATION
6199,FALSE,TRUE,895,1996,1,FALSE,94,FALSE,maisonette,2,FALSE,Rheinisch_Bergischer_Kreis,average,NO_INFORMATION,NO_INFORMATION
6200,FALSE,TRUE,960,2002,2,FALSE,95.54,TRUE,apartment,1,FALSE,Wesel_Kreis,average,NO_INFORMATION,NO_INFORMATION
6201,FALSE,FALSE,520,1961,1,FALSE,65,FALSE,roof_storey,3,FALSE,Wesel_Kreis,good,Last5Years,NO_INFORMATION
6202,FALSE,FALSE,570,1887,NA,TRUE,46,FALSE,apartment,2,FALSE,Krefeld,average,Last5Years,NO_INFORMATION
6203,FALSE,TRUE,776,1959,NA,FALSE,65.71,FALSE,apartment,2,FALSE,Essen,NO_INFORMATION,NO_INFORMATION,D/E/F/G/H
6204,FALSE,TRUE,586,1947,NA,FALSE,58.31,FALSE,apartment,1,FALSE,Krefeld,average,NO_INFORMATION,D/E/F/G/H
6205,FALSE,FALSE,660,1918,1,FALSE,110,FALSE,roof_storey,2,FALSE,Herford_Kreis,good,Last5Years,NO_INFORMATION
6206,FALSE,TRUE,648,1957,NA,FALSE,57.74,FALSE,apartment,2,FALSE,Essen,NO_INFORMATION,NO_INFORMATION,NO_INFORMATION
6207,FALSE,FALSE,605.92,1929,NA,FALSE,84.4,FALSE,apartment,1,TRUE,Remscheid,average,Over5Years,NO_INFORMATION
6208,FALSE,FALSE,NA,1993,NA,FALSE,71.96,FALSE,apartment,3,FALSE,Hagen,NO_INFORMATION,NO_INFORMATION,Aplus/A/B/C
6209,FALSE,TRUE,NA,1969,1,FALSE,73,FALSE,NA,1,FALSE,Märkischer_Kreis,average,NO_INFORMATION,D/E/F/G/H
6210,FALSE,TRUE,NA,1965,NA,FALSE,65,FALSE,apartment,2,FALSE,Wesel_Kreis,NO_INFORMATION,NO_INFORMATION,NO_INFORMATION
6211,FALSE,TRUE,750,1995,1,FALSE,57,FALSE,maisonette,2,FALSE,Rhein_Erft_Kreis,average,NO_INFORMATION,Aplus/A/B/C
6212,FALSE,TRUE,NA,1979,NA,FALSE,66.16,TRUE,apartment,5,TRUE,Mönchengladbach,NO_INFORMATION,NO_INFORMATION,D/E/F/G/H
6213,FALSE,TRUE,910,1984,NA,FALSE,105,TRUE,apartment,3,FALSE,Duisburg,average,NO_INFORMATION,NO_INFORMATION
6214,FALSE,TRUE,940,1989,1,TRUE,83,FALSE,roof_storey,1,FALSE,Rhein_Sieg_Kreis,NO_INFORMATION,Last5Years,NO_INFORMATION
6215,FALSE,TRUE,525,1954,NA,FALSE,42,FALSE,apartment,1,FALSE,Düsseldorf,average,NO_INFORMATION,NO_INFORMATION
6216,FALSE,TRUE,925,1980,1,FALSE,86,TRUE,apartment,2,FALSE,Krefeld,average,NO_INFORMATION,Aplus/A/B/C
6217,FALSE,TRUE,750,2000,NA,FALSE,76,TRUE,apartment,1,TRUE,Siegen_Wittgenstein_Kreis,NO_INFORMATION,NO_INFORMATION,NO_INFORMATION
6218,FALSE,TRUE,575.39,1992,NA,FALSE,80.6,FALSE,ground_floor,0,FALSE,Remscheid,average,NO_INFORMATION,NO_INFORMATION
6219,FALSE,TRUE,745,1968,1,FALSE,76,FALSE,roof_storey,2,FALSE,Mettmann_Kreis,average,NO_INFORMATION,NO_INFORMATION
6220,TRUE,TRUE,1050,2020,1,FALSE,87,TRUE,apartment,1,TRUE,Düren_Kreis,good,NO_INFORMATION,NO_INFORMATION
6221,FALSE,TRUE,1900,1972,1,TRUE,123,TRUE,apartment,1,FALSE,Düsseldorf,average,NO_INFORMATION,D/E/F/G/H
6222,FALSE,FALSE,NA,1967,NA,FALSE,32,FALSE,NA,3,TRUE,Köln,average,NO_INFORMATION,NO_INFORMATION
6223,FALSE,TRUE,660,1974,1,FALSE,75,FALSE,apartment,1,TRUE,Rheinisch_Bergischer_Kreis,good,Over5Years,NO_INFORMATION
6224,FALSE,FALSE,1125,1973,NA,FALSE,92.5,FALSE,apartment,3,FALSE,Düsseldorf,average,NO_INFORMATION,NO_INFORMATION
6225,FALSE,FALSE,NA,1953,NA,FALSE,50.99,FALSE,ground_floor,0,FALSE,Gelsenkirchen,good,NO_INFORMATION,NO_INFORMATION
6226,FALSE,TRUE,NA,1964,NA,FALSE,66.06,FALSE,apartment,2,FALSE,Herne,average,NO_INFORMATION,NO_INFORMATION
6227,FALSE,FALSE,462.7,1914,NA,FALSE,59,FALSE,apartment,1,TRUE,Gelsenkirchen,average,NO_INFORMATION,NO_INFORMATION
6228,FALSE,TRUE,500,1914,NA,TRUE,47,FALSE,NA,4,FALSE,Remscheid,NO_INFORMATION,NO_INFORMATION,NO_INFORMATION
6229,FALSE,TRUE,405,2008,NA,TRUE,27,FALSE,apartment,1,FALSE,Dortmund,good,NO_INFORMATION,NO_INFORMATION
6230,FALSE,FALSE,578,1960,NA,FALSE,63.87,FALSE,ground_floor,0,FALSE,Gelsenkirchen,NO_INFORMATION,NO_INFORMATION,D/E/F/G/H
6231,FALSE,TRUE,1140,1958,1,FALSE,108,FALSE,apartment,1,FALSE,Essen,average,Over5Years,Aplus/A/B/C
6232,FALSE,TRUE,NA,1973,NA,FALSE,86.2,TRUE,apartment,5,FALSE,Märkischer_Kreis,NO_INFORMATION,NO_INFORMATION,D/E/F/G/H
6233,FALSE,TRUE,1250,1927,NA,FALSE,85,FALSE,maisonette,2,FALSE,Düsseldorf,average,Over5Years,D/E/F/G/H
6234,FALSE,FALSE,430,1926,NA,FALSE,45,FALSE,roof_storey,3,TRUE,Krefeld,average,NO_INFORMATION,NO_INFORMATION
6235,TRUE,TRUE,1125,2020,1,FALSE,87.08,TRUE,apartment,1,FALSE,Viersen_Kreis,good,NO_INFORMATION,NO_INFORMATION
6236,FALSE,TRUE,1130,2005,1,FALSE,80,FALSE,apartment,1,TRUE,Düsseldorf,good,NO_INFORMATION,NO_INFORMATION
6237,FALSE,TRUE,NA,1982,NA,TRUE,80,FALSE,roof_storey,4,FALSE,Bottrop,average,Last5Years,NO_INFORMATION
6238,FALSE,TRUE,520,1992,1,TRUE,44,FALSE,other,0,TRUE,Siegen_Wittgenstein_Kreis,average,Last5Years,D/E/F/G/H
6239,FALSE,FALSE,NA,1958,NA,FALSE,54,FALSE,apartment,2,TRUE,Gelsenkirchen,average,Over5Years,NO_INFORMATION
6240,FALSE,FALSE,445,1956,NA,TRUE,49.55,FALSE,ground_floor,1,FALSE,Essen,average,NO_INFORMATION,NO_INFORMATION
6241,FALSE,FALSE,422,1956,NA,FALSE,57.9,FALSE,apartment,4,FALSE,Gelsenkirchen,NO_INFORMATION,NO_INFORMATION,NO_INFORMATION
6242,FALSE,FALSE,530,1953,NA,TRUE,55,FALSE,roof_storey,2,FALSE,Leverkusen,average,Over5Years,NO_INFORMATION
6243,FALSE,FALSE,690,1971,NA,TRUE,67,FALSE,roof_storey,2,FALSE,Mönchengladbach,average,Last5Years,NO_INFORMATION
6244,FALSE,FALSE,910,1905,NA,FALSE,100,FALSE,apartment,2,TRUE,Wuppertal,average,Last5Years,NO_INFORMATION
6245,FALSE,FALSE,583.6,1970,0,FALSE,72,FALSE,ground_floor,0,FALSE,Ennepe_Ruhr_Kreis,NO_INFORMATION,Last5Years,NO_INFORMATION
6246,FALSE,TRUE,813.54,1973,NA,FALSE,75.69,FALSE,apartment,4,FALSE,Ennepe_Ruhr_Kreis,NO_INFORMATION,NO_INFORMATION,NO_INFORMATION
6247,FALSE,FALSE,420,1900,NA,FALSE,45,FALSE,ground_floor,0,FALSE,Unna_Kreis,average,NO_INFORMATION,NO_INFORMATION
6248,FALSE,FALSE,400,1920,NA,FALSE,60,FALSE,apartment,2,FALSE,Duisburg,average,Over5Years,NO_INFORMATION
6249,TRUE,TRUE,900,2020,1,FALSE,51.06,TRUE,apartment,4,FALSE,Düsseldorf,good,NO_INFORMATION,NO_INFORMATION
6250,FALSE,FALSE,NA,1953,NA,FALSE,51.71,FALSE,apartment,1,TRUE,Gelsenkirchen,average,NO_INFORMATION,NO_INFORMATION
6251,FALSE,TRUE,531,1980,NA,FALSE,49.58,FALSE,apartment,1,FALSE,Essen,NO_INFORMATION,NO_INFORMATION,D/E/F/G/H
6252,FALSE,TRUE,626,1984,NA,FALSE,63,TRUE,apartment,1,FALSE,Rhein_Sieg_Kreis,average,NO_INFORMATION,NO_INFORMATION
6253,FALSE,FALSE,590,1951,NA,FALSE,90.84,FALSE,apartment,2,FALSE,Düren_Kreis,average,Over5Years,NO_INFORMATION
6254,FALSE,FALSE,543.6,1957,NA,FALSE,52,FALSE,apartment,1,FALSE,Oberhausen,good,NO_INFORMATION,NO_INFORMATION
6255,FALSE,FALSE,520,1990,1,TRUE,55,FALSE,roof_storey,2,FALSE,Düren_Kreis,good,Last5Years,NO_INFORMATION
6256,FALSE,FALSE,590,1962,NA,FALSE,74,FALSE,roof_storey,1,TRUE,Märkischer_Kreis,average,NO_INFORMATION,NO_INFORMATION
6257,FALSE,TRUE,549.16,1977,NA,FALSE,60.66,FALSE,apartment,2,FALSE,Recklinghausen_Kreis,NO_INFORMATION,NO_INFORMATION,NO_INFORMATION
6258,FALSE,TRUE,750,1965,NA,FALSE,85,FALSE,apartment,1,FALSE,Dortmund,NO_INFORMATION,NO_INFORMATION,NO_INFORMATION
6259,FALSE,TRUE,NA,1996,1,TRUE,50,FALSE,terraced_flat,0,TRUE,Rheinisch_Bergischer_Kreis,average,Over5Years,NO_INFORMATION
6260,FALSE,FALSE,370,1967,NA,FALSE,37.88,FALSE,apartment,2,FALSE,Recklinghausen_Kreis,average,NO_INFORMATION,NO_INFORMATION
6261,FALSE,TRUE,740,1967,NA,TRUE,54,TRUE,apartment,2,FALSE,Düsseldorf,average,NO_INFORMATION,NO_INFORMATION
6262,FALSE,TRUE,1840,2015,2,TRUE,130,TRUE,penthouse,3,FALSE,Rheinisch_Bergischer_Kreis,good,NO_INFORMATION,NO_INFORMATION
6263,FALSE,TRUE,572.88,1980,NA,FALSE,77.88,TRUE,apartment,2,FALSE,Recklinghausen_Kreis,NO_INFORMATION,NO_INFORMATION,D/E/F/G/H
6264,FALSE,TRUE,437.28,1972,NA,FALSE,51.71,TRUE,apartment,4,FALSE,Essen,NO_INFORMATION,NO_INFORMATION,Aplus/A/B/C
6265,TRUE,TRUE,980,2020,1,FALSE,89,TRUE,maisonette,2,FALSE,Oberhausen,good,NO_INFORMATION,Aplus/A/B/C
6266,FALSE,TRUE,573.84,1967,NA,FALSE,41.32,FALSE,apartment,2,FALSE,Bonn,NO_INFORMATION,NO_INFORMATION,Aplus/A/B/C
6267,TRUE,TRUE,1270.96,2019,1,TRUE,85.85,TRUE,apartment,3,FALSE,Solingen,good,NO_INFORMATION,NO_INFORMATION
6268,FALSE,FALSE,645,1970,1,FALSE,74.29,FALSE,roof_storey,2,FALSE,Aachen_Kreis,average,NO_INFORMATION,NO_INFORMATION
6269,FALSE,TRUE,1000,1968,1,FALSE,111,FALSE,roof_storey,3,TRUE,Siegen_Wittgenstein_Kreis,good,Last5Years,NO_INFORMATION
6270,FALSE,TRUE,1050,1972,NA,FALSE,80,TRUE,NA,4,FALSE,Düsseldorf,NO_INFORMATION,NO_INFORMATION,NO_INFORMATION
6271,FALSE,FALSE,730,1989,1,FALSE,98,FALSE,NA,0,FALSE,Duisburg,NO_INFORMATION,NO_INFORMATION,NO_INFORMATION
6272,FALSE,TRUE,440.63,1965,NA,FALSE,44.96,TRUE,apartment,5,FALSE,Hamm,average,NO_INFORMATION,NO_INFORMATION
6273,FALSE,TRUE,623,1938,NA,FALSE,57,FALSE,apartment,2,FALSE,Mülheim_an_der_Ruhr,NO_INFORMATION,NO_INFORMATION,D/E/F/G/H
6274,FALSE,TRUE,493,1957,NA,FALSE,63,FALSE,apartment,2,FALSE,Recklinghausen_Kreis,good,NO_INFORMATION,NO_INFORMATION
6275,FALSE,FALSE,NA,1909,NA,FALSE,61.46,FALSE,ground_floor,0,FALSE,Herne,average,NO_INFORMATION,NO_INFORMATION
6276,FALSE,TRUE,930,1963,NA,FALSE,77.9,FALSE,NA,3,FALSE,Düsseldorf,average,NO_INFORMATION,NO_INFORMATION
6277,TRUE,TRUE,NA,2019,1,FALSE,67,TRUE,NA,1,TRUE,Bonn,good,NO_INFORMATION,NO_INFORMATION
6278,FALSE,TRUE,593.85,1972,NA,FALSE,76.35,FALSE,apartment,2,FALSE,Dortmund,NO_INFORMATION,NO_INFORMATION,NO_INFORMATION
6279,FALSE,TRUE,1060,1973,1,FALSE,79,FALSE,apartment,1,FALSE,Bonn,good,Last5Years,NO_INFORMATION
6280,FALSE,TRUE,692,1972,NA,FALSE,70.15,FALSE,apartment,2,FALSE,Krefeld,NO_INFORMATION,Over5Years,NO_INFORMATION
6281,FALSE,FALSE,NA,1951,NA,FALSE,46,FALSE,apartment,2,FALSE,Essen,average,NO_INFORMATION,D/E/F/G/H
6282,FALSE,FALSE,990,1955,NA,FALSE,105,FALSE,apartment,1,FALSE,Bochum,average,NO_INFORMATION,NO_INFORMATION
6283,FALSE,TRUE,474.32,1976,NA,FALSE,56.7,FALSE,apartment,3,FALSE,Viersen_Kreis,NO_INFORMATION,NO_INFORMATION,D/E/F/G/H
6284,FALSE,FALSE,540,1900,1,FALSE,86,FALSE,apartment,2,TRUE,Hochsauerlandkreis,good,Last5Years,D/E/F/G/H
6285,FALSE,TRUE,582,1900,NA,FALSE,85,FALSE,NA,3,FALSE,Recklinghausen_Kreis,average,NO_INFORMATION,D/E/F/G/H
6286,FALSE,TRUE,4085,1987,1,TRUE,234,TRUE,penthouse,4,FALSE,Düsseldorf,good,Last5Years,Aplus/A/B/C
6287,TRUE,TRUE,795,2019,NA,FALSE,83,FALSE,apartment,1,FALSE,Heinsberg_Kreis,good,Last5Years,NO_INFORMATION
6288,FALSE,TRUE,650,1991,1,FALSE,74,FALSE,roof_storey,2,FALSE,Rhein_Sieg_Kreis,NO_INFORMATION,NO_INFORMATION,NO_INFORMATION
6289,FALSE,TRUE,400,1995,1,FALSE,27,FALSE,apartment,2,FALSE,Münster,average,NO_INFORMATION,NO_INFORMATION
6290,FALSE,TRUE,410.95,1967,NA,FALSE,43.21,FALSE,apartment,2,FALSE,Essen,NO_INFORMATION,NO_INFORMATION,NO_INFORMATION
6291,FALSE,TRUE,718,1973,NA,FALSE,75.12,FALSE,apartment,2,FALSE,Essen,average,Over5Years,NO_INFORMATION
6292,FALSE,TRUE,437.16,1996,NA,TRUE,38.49,FALSE,ground_floor,0,FALSE,Dortmund,average,NO_INFORMATION,NO_INFORMATION
6293,FALSE,FALSE,520,1960,NA,FALSE,50,FALSE,apartment,4,FALSE,Krefeld,average,NO_INFORMATION,NO_INFORMATION
6294,FALSE,FALSE,465,1952,NA,FALSE,60,FALSE,apartment,3,FALSE,Wuppertal,average,NO_INFORMATION,NO_INFORMATION
6295,FALSE,TRUE,795,1994,1,FALSE,57,FALSE,roof_storey,2,FALSE,Bonn,average,NO_INFORMATION,D/E/F/G/H
6296,FALSE,TRUE,NA,1965,NA,FALSE,85,TRUE,roof_storey,5,FALSE,Recklinghausen_Kreis,average,Last5Years,NO_INFORMATION
6297,FALSE,TRUE,NA,1981,NA,FALSE,42.89,TRUE,apartment,5,FALSE,Wesel_Kreis,average,NO_INFORMATION,NO_INFORMATION
6298,FALSE,TRUE,540.4,1937,NA,FALSE,66,FALSE,apartment,1,FALSE,Wuppertal,NO_INFORMATION,NO_INFORMATION,D/E/F/G/H
6299,FALSE,FALSE,370,1955,NA,FALSE,48,FALSE,apartment,1,FALSE,Oberhausen,average,NO_INFORMATION,D/E/F/G/H
6300,FALSE,FALSE,650,1992,1,FALSE,83,FALSE,apartment,1,TRUE,Düren_Kreis,good,NO_INFORMATION,NO_INFORMATION
6301,TRUE,FALSE,345,2019,NA,FALSE,44,FALSE,apartment,1,FALSE,Duisburg,average,NO_INFORMATION,NO_INFORMATION
6302,FALSE,TRUE,NA,1972,NA,FALSE,65.59,TRUE,apartment,1,FALSE,Märkischer_Kreis,NO_INFORMATION,NO_INFORMATION,Aplus/A/B/C
6303,FALSE,TRUE,680,1965,NA,FALSE,68.94,FALSE,NA,1,FALSE,Essen,NO_INFORMATION,NO_INFORMATION,NO_INFORMATION
6304,FALSE,FALSE,474,1961,NA,FALSE,49,FALSE,apartment,2,FALSE,Duisburg,average,NO_INFORMATION,NO_INFORMATION
6305,FALSE,TRUE,917.98,2017,1,FALSE,83.2,FALSE,apartment,1,FALSE,Wesel_Kreis,good,NO_INFORMATION,Aplus/A/B/C
6306,FALSE,TRUE,763,1962,NA,FALSE,77.11,TRUE,apartment,4,FALSE,Dortmund,NO_INFORMATION,NO_INFORMATION,D/E/F/G/H
6307,FALSE,TRUE,NA,1967,2,FALSE,176,FALSE,NA,1,FALSE,Warendorf_Kreis,NO_INFORMATION,Over5Years,NO_INFORMATION
6308,FALSE,TRUE,1159,1961,NA,FALSE,91,FALSE,apartment,0,TRUE,Minden_Lübbecke_Kreis,NO_INFORMATION,NO_INFORMATION,Aplus/A/B/C
6309,FALSE,TRUE,875,2001,1,TRUE,84,FALSE,apartment,1,FALSE,Hamm,good,Over5Years,NO_INFORMATION
6310,FALSE,TRUE,NA,1960,NA,FALSE,88,FALSE,apartment,1,TRUE,Düren_Kreis,average,Over5Years,NO_INFORMATION
6311,FALSE,TRUE,411,1960,1,FALSE,61.1,FALSE,ground_floor,0,FALSE,Hagen,good,Last5Years,NO_INFORMATION
6312,FALSE,TRUE,1050,1904,NA,FALSE,107.35,FALSE,apartment,2,FALSE,Essen,NO_INFORMATION,NO_INFORMATION,NO_INFORMATION
6313,FALSE,TRUE,740,1969,NA,TRUE,80,FALSE,apartment,0,FALSE,Wuppertal,average,Over5Years,NO_INFORMATION
6314,FALSE,FALSE,558.74,1962,NA,FALSE,75.21,TRUE,apartment,1,TRUE,Gelsenkirchen,NO_INFORMATION,NO_INFORMATION,NO_INFORMATION
6315,FALSE,FALSE,474.38,1995,NA,FALSE,55.09,FALSE,apartment,1,FALSE,Gelsenkirchen,good,NO_INFORMATION,NO_INFORMATION
6316,FALSE,FALSE,NA,1945,1,FALSE,34.98,FALSE,roof_storey,2,FALSE,Ennepe_Ruhr_Kreis,average,NO_INFORMATION,D/E/F/G/H
6317,FALSE,TRUE,880,1980,1,FALSE,107,FALSE,apartment,1,FALSE,Wesel_Kreis,average,Last5Years,NO_INFORMATION
6318,FALSE,FALSE,800,1960,2,FALSE,50,FALSE,apartment,4,TRUE,Rhein_Sieg_Kreis,good,Last5Years,NO_INFORMATION
6319,FALSE,TRUE,1200,1910,1,TRUE,125,FALSE,apartment,1,FALSE,Minden_Lübbecke_Kreis,good,Last5Years,NO_INFORMATION
6320,FALSE,TRUE,420.83,1959,NA,FALSE,62.5,FALSE,apartment,2,TRUE,Hagen,average,Last5Years,NO_INFORMATION
6321,FALSE,TRUE,NA,2004,NA,FALSE,43.32,TRUE,roof_storey,3,TRUE,Herne,NO_INFORMATION,NO_INFORMATION,NO_INFORMATION
6322,FALSE,FALSE,NA,1954,NA,FALSE,44.4,FALSE,ground_floor,0,FALSE,Herne,average,NO_INFORMATION,NO_INFORMATION
6323,FALSE,TRUE,857.12,1978,NA,FALSE,93.71,FALSE,NA,3,FALSE,Bochum,average,NO_INFORMATION,D/E/F/G/H
6324,FALSE,TRUE,458,1959,NA,FALSE,47.77,FALSE,ground_floor,0,FALSE,Recklinghausen_Kreis,NO_INFORMATION,NO_INFORMATION,D/E/F/G/H
6325,FALSE,TRUE,1105,1975,NA,FALSE,125,TRUE,apartment,2,FALSE,Düren_Kreis,average,Over5Years,NO_INFORMATION
6326,FALSE,TRUE,NA,1976,1,FALSE,74.22,FALSE,roof_storey,3,FALSE,Leverkusen,average,NO_INFORMATION,NO_INFORMATION
6327,FALSE,TRUE,NA,1960,1,TRUE,88,FALSE,apartment,0,TRUE,Lippe_Kreis,average,Last5Years,D/E/F/G/H
6328,FALSE,FALSE,802,1987,1,FALSE,69.09,FALSE,roof_storey,2,FALSE,Bonn,average,NO_INFORMATION,NO_INFORMATION
6329,FALSE,TRUE,721,1966,NA,FALSE,70.04,FALSE,apartment,3,FALSE,Dortmund,NO_INFORMATION,NO_INFORMATION,Aplus/A/B/C
